"COU","Country","SOURCE","Source","SERIES","Series","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","1998","1998","NBR","Number","3","Thousands",,,7021,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","1999","1999","NBR","Number","3","Thousands",,,7067,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2000","2000","NBR","Number","3","Thousands",,,7108,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2001","2001","NBR","Number","3","Thousands",,,7001,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2002","2002","NBR","Number","3","Thousands",,,6976,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2003","2003","NBR","Number","3","Thousands",,,6962,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2004","2004","NBR","Number","3","Thousands",,,6803,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2005","2005","NBR","Number","3","Thousands",,,6726,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2006","2006","NBR","Number","3","Thousands",,,6843,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2007","2007","NBR","Number","3","Thousands",,,6865,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2008","2008","NBR","Number","3","Thousands",,,6890,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2009","2009","NBR","Number","3","Thousands",,,6743,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2010","2010","NBR","Number","3","Thousands",,,6680,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2011","2011","NBR","Number","3","Thousands",,,6621,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2012","2012","NBR","Number","3","Thousands",,,6538,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2013","2013","NBR","Number","3","Thousands",,,6455,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2014","2014","NBR","Number","3","Thousands",,,6450,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2015","2015","NBR","Number","3","Thousands",,,6393,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2016","2016","NBR","Number","3","Thousands",,,6316,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2017","2017","NBR","Number","3","Thousands",,,6256,,
"GBR","United Kingdom","ADM","Administrative data","TUM","Union members","2018","2018","NBR","Number","3","Thousands",,,6400,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","1998","1998","NBR","Number","3","Thousands",,,3309,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","1999","1999","NBR","Number","3","Thousands",,,3382,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2000","2000","NBR","Number","3","Thousands",,,3758,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2001","2001","NBR","Number","3","Thousands",,,3876,"B","Break"
"SWE","Sweden","SVY","Survey data","EEM","Employees","2002","2002","NBR","Number","3","Thousands",,,3894,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,3896,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,3944,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2005","2005","NBR","Number","3","Thousands",,,3888,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,3955,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,4060,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,4115,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,4018,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,4028,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,4144,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,4170,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,4206,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2014","2014","NBR","Number","3","Thousands",,,4279,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,4341,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2016","2016","NBR","Number","3","Thousands",,,4420,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2017","2017","NBR","Number","3","Thousands",,,4527,,
"SWE","Sweden","SVY","Survey data","EEM","Employees","2018","2018","NBR","Number","3","Thousands",,,4622,,
"PRT","Portugal","ADM","Administrative data","TUM","Union members","2002","2002","NBR","Number","3","Thousands",,,768,,
"PRT","Portugal","ADM","Administrative data","TUM","Union members","2003","2003","NBR","Number","3","Thousands",,,783,,
"PRT","Portugal","ADM","Administrative data","TUM","Union members","2004","2004","NBR","Number","3","Thousands",,,802,,
"PRT","Portugal","ADM","Administrative data","TUM","Union members","2006","2006","NBR","Number","3","Thousands",,,806,,
"PRT","Portugal","ADM","Administrative data","TUM","Union members","2008","2008","NBR","Number","3","Thousands",,,803,,
"PRT","Portugal","ADM","Administrative data","TUM","Union members","2010","2010","NBR","Number","3","Thousands",,,739,,
"PRT","Portugal","ADM","Administrative data","TUM","Union members","2011","2011","NBR","Number","3","Thousands",,,694,,
"PRT","Portugal","ADM","Administrative data","TUM","Union members","2015","2015","NBR","Number","3","Thousands",,,596,,
"PRT","Portugal","ADM","Administrative data","TUM","Union members","2016","2016","NBR","Number","3","Thousands",,,579,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,23.9,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,23.6,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,22.6,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,21.8,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,21.6,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,21.4,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,21.3,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,22.1,"B","Break"
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,21.4,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,20.2,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,20,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,20,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,19.5,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,19.3,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,18.8,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,18.2,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,18.1,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,17.7,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,17.3,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,16.8,,
"NLD","Netherlands","ADM","Administrative data","TUD","Trade union  density","2018","2018","PC","Percentage","0","Units",,,16.4,,
"ISR","Israel","ADM","Administrative data","TUM","Union members","2000","2000","NBR","Number","3","Thousands",,,780,,
"ISR","Israel","ADM","Administrative data","TUM","Union members","2007","2007","NBR","Number","3","Thousands",,,770,,
"ISR","Israel","ADM","Administrative data","TUM","Union members","2012","2012","NBR","Number","3","Thousands",,,669,,
"ISR","Israel","ADM","Administrative data","TUM","Union members","2017","2017","NBR","Number","3","Thousands",,,837,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","1998","1998","NBR","Number","3","Thousands",,,3118,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","1999","1999","NBR","Number","3","Thousands",,,3346,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2000","2000","NBR","Number","3","Thousands",,,3445,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2001","2001","NBR","Number","3","Thousands",,,3440,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2002","2002","NBR","Number","3","Thousands",,,3442,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,3460,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,3519,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2005","2005","NBR","Number","3","Thousands",,,3588,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,3620,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,3729,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,3810,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,3766,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,3839,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,3861,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,3873,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,3844,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2014","2014","NBR","Number","3","Thousands",,,3877,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,3858,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2016","2016","NBR","Number","3","Thousands",,,3904,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2017","2017","NBR","Number","3","Thousands",,,3974,,
"BEL","Belgium","ADM","Administrative data","EEM","Employees","2018","2018","NBR","Number","3","Thousands",,,4087,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","1998","1998","NBR","Number","3","Thousands",,,12296,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","1999","1999","NBR","Number","3","Thousands",,,12663,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2000","2000","NBR","Number","3","Thousands",,,13356,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2001","2001","NBR","Number","3","Thousands",,,13659,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2002","2002","NBR","Number","3","Thousands",,,14206,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,14449,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,14936,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2005","2005","NBR","Number","3","Thousands",,,15186,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,15608,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,16095,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,16357,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,16586,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,17111,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,17596,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,17921,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,18365,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2014","2014","NBR","Number","3","Thousands",,,18959,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,19402,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2016","2016","NBR","Number","3","Thousands",,,19669,,
"KOR","Korea","ADM","Administrative data","EEM","Employees","2017","2017","NBR","Number","3","Thousands",,,19934,,
"KOR","Korea","SVY","Survey data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,11.4,,
"KOR","Korea","SVY","Survey data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,12.4,,
"KOR","Korea","SVY","Survey data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,11.8,,
"KOR","Korea","SVY","Survey data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,11.3,,
"KOR","Korea","SVY","Survey data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,12.1,,
"KOR","Korea","SVY","Survey data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,12.7,,
"KOR","Korea","SVY","Survey data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,12.2,,
"KOR","Korea","SVY","Survey data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,11.4,,
"KOR","Korea","SVY","Survey data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,10.9,,
"KOR","Korea","SVY","Survey data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,11.5,,
"KOR","Korea","SVY","Survey data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,12.4,,
"KOR","Korea","SVY","Survey data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,12.5,,
"KOR","Korea","SVY","Survey data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,12.3,,
"KOR","Korea","SVY","Survey data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,11.9,,
"KOR","Korea","SVY","Survey data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,12.4,,
"NOR","Norway","SVY","Survey data","TUM","Union members","1998","1998","NBR","Number","3","Thousands",,,1163,,
"NOR","Norway","SVY","Survey data","TUM","Union members","2001","2001","NBR","Number","3","Thousands",,,1163,,
"NOR","Norway","SVY","Survey data","TUM","Union members","2004","2004","NBR","Number","3","Thousands",,,1167,,
"NOR","Norway","SVY","Survey data","TUM","Union members","2008","2008","NBR","Number","3","Thousands",,,1234,,
"NOR","Norway","SVY","Survey data","TUM","Union members","2013","2013","NBR","Number","3","Thousands",,,1257,,
"NOR","Norway","SVY","Survey data","TUM","Union members","2014","2014","NBR","Number","3","Thousands",,,1325,,
"NOR","Norway","SVY","Survey data","TUM","Union members","2016","2016","NBR","Number","3","Thousands",,,1280,,
"NOR","Norway","SVY","Survey data","TUM","Union members","2017","2017","NBR","Number","3","Thousands",,,1270,,
"ISR","Israel","SVY","Survey data","EEM","Employees","2000","2000","NBR","Number","3","Thousands",,,2070,,
"ISR","Israel","SVY","Survey data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,2426,,
"ISR","Israel","SVY","Survey data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,2933,"B","Break"
"CAN","Canada","ADM","Administrative data","EEM","Employees","1998","1998","NBR","Number","3","Thousands",,,12395,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","1999","1999","NBR","Number","3","Thousands",,,12774,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","2000","2000","NBR","Number","3","Thousands",,,13194,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","2001","2001","NBR","Number","3","Thousands",,,13455,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","2002","2002","NBR","Number","3","Thousands",,,13791,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,14122,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,14406,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","2005","2005","NBR","Number","3","Thousands",,,14602,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,14890,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,15209,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,15444,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,15133,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,15390,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,15666,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,15888,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,16129,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","2014","2014","NBR","Number","3","Thousands",,,16243,,
"CAN","Canada","ADM","Administrative data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,16399,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","1998","1998","NBR","Number","3","Thousands",,,221,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,273,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,279,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","2005","2005","NBR","Number","3","Thousands",,,287,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,299,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,313,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,328,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,331,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,337,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,347,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,356,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,362,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","2014","2014","NBR","Number","3","Thousands",,,371,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,381,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","2016","2016","NBR","Number","3","Thousands",,,393,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","2017","2017","NBR","Number","3","Thousands",,,406,,
"LUX","Luxembourg","ADM","Administrative data","EEM","Employees","2018","2018","NBR","Number","3","Thousands",,,422,,
"ISR","Israel","ADM","Administrative data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,37.7,,
"ISR","Israel","ADM","Administrative data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,30.3,,
"ISR","Israel","ADM","Administrative data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,22.8,,
"ISR","Israel","ADM","Administrative data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,25,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,28.6,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,28,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,28.2,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,28.4,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,28.3,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,28.2,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,27.8,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,27.7,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,27.4,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,27.3,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,27,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,27.3,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,27.2,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,26.9,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,27.2,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,27.1,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,26.4,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,26.5,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,26.3,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,26.3,,
"CAN","Canada","SVY","Survey data","TUD","Trade union  density","2018","2018","PC","Percentage","0","Units",,,25.9,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,22.1,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,21.7,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,22.4,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,22.3,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,21.8,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,21.7,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,21.7,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,22.3,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,21.8,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,20.8,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,21.4,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,21.5,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,21.4,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,20.5,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,20.3,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,19.5,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,18.5,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,17.9,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,17.7,,
"NZL","New Zealand","ADM","Administrative data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,17.3,,
"FRA","France","ADM","Administrative data","TUM","Union members","1998","1998","NBR","Number","3","Thousands",,,1822,,
"FRA","France","ADM","Administrative data","TUM","Union members","1999","1999","NBR","Number","3","Thousands",,,1889,,
"FRA","France","ADM","Administrative data","TUM","Union members","2000","2000","NBR","Number","3","Thousands",,,1942,,
"FRA","France","ADM","Administrative data","TUM","Union members","2001","2001","NBR","Number","3","Thousands",,,1992,,
"FRA","France","ADM","Administrative data","TUM","Union members","2002","2002","NBR","Number","3","Thousands",,,2032,,
"FRA","France","ADM","Administrative data","TUM","Union members","2003","2003","NBR","Number","3","Thousands",,,2004,,
"FRA","France","ADM","Administrative data","TUM","Union members","2004","2004","NBR","Number","3","Thousands",,,1951,,
"FRA","France","ADM","Administrative data","TUM","Union members","2005","2005","NBR","Number","3","Thousands",,,1911,,
"FRA","France","ADM","Administrative data","TUM","Union members","2006","2006","NBR","Number","3","Thousands",,,1923,,
"FRA","France","ADM","Administrative data","TUM","Union members","2007","2007","NBR","Number","3","Thousands",,,1936,,
"FRA","France","ADM","Administrative data","TUM","Union members","2008","2008","NBR","Number","3","Thousands",,,1978,,
"FRA","France","ADM","Administrative data","TUM","Union members","2009","2009","NBR","Number","3","Thousands",,,2013,,
"FRA","France","ADM","Administrative data","TUM","Union members","2010","2010","NBR","Number","3","Thousands",,,2046,,
"FRA","France","ADM","Administrative data","TUM","Union members","2011","2011","NBR","Number","3","Thousands",,,2075,,
"FRA","France","ADM","Administrative data","TUM","Union members","2012","2012","NBR","Number","3","Thousands",,,2086,,
"FRA","France","ADM","Administrative data","TUM","Union members","2013","2013","NBR","Number","3","Thousands",,,2070,,
"FRA","France","ADM","Administrative data","TUM","Union members","2014","2014","NBR","Number","3","Thousands",,,2062,,
"FRA","France","ADM","Administrative data","TUM","Union members","2015","2015","NBR","Number","3","Thousands",,,2067,,
"FRA","France","ADM","Administrative data","TUM","Union members","2016","2016","NBR","Number","3","Thousands",,,2075,,
"FRA","France","ADM","Administrative data","TUM","Union members","2017","2017","NBR","Number","3","Thousands",,,2074,,
"FRA","France","ADM","Administrative data","TUM","Union members","2018","2018","NBR","Number","3","Thousands",,,2071,,
"ITA","Italy","ADM","Administrative data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,35.3,,
"ITA","Italy","ADM","Administrative data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,35,,
"ITA","Italy","ADM","Administrative data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,34.4,,
"ITA","Italy","ADM","Administrative data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,33.8,,
"ITA","Italy","ADM","Administrative data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,33.4,,
"ITA","Italy","ADM","Administrative data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,33.2,,
