DATAFLOW,REF_AREA: Reference area,MEASURE: Measure,UNIT_MEASURE: Unit of measure,TIME_PERIOD: Time period,OBS_VALUE,OBS_STATUS: Observation status,UNIT_MULT: Unit multiplier,DECIMALS: Decimals
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),NOR: Norway,TUD: Trade union density,PT_SAL: Percentage of employees,2019,50.400002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),HUN: Hungary,TUD: Trade union density,PT_SAL: Percentage of employees,2000,23.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),HUN: Hungary,TUD: Trade union density,PT_SAL: Percentage of employees,2001,20.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),HUN: Hungary,TUD: Trade union density,PT_SAL: Percentage of employees,2003,18.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),HUN: Hungary,TUD: Trade union density,PT_SAL: Percentage of employees,2004,17.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),HUN: Hungary,TUD: Trade union density,PT_SAL: Percentage of employees,2005,17.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),HUN: Hungary,TUD: Trade union density,PT_SAL: Percentage of employees,2008,15.3,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),HUN: Hungary,TUD: Trade union density,PT_SAL: Percentage of employees,2012,12.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),HUN: Hungary,TUD: Trade union density,PT_SAL: Percentage of employees,2014,11,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),HUN: Hungary,TUD: Trade union density,PT_SAL: Percentage of employees,2016,9.1999998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),HUN: Hungary,TUD: Trade union density,PT_SAL: Percentage of employees,2018,8.3000002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2000,56.599998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2001,57.599998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2002,56.900002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2003,55.400002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2004,55.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2005,54.900002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2006,53.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2007,53.599998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2008,53.400002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2009,53.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2010,53,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2011,54.200001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2012,54.099998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2013,53.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2014,52.900002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2015,52.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2016,51.599998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2017,50.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2018,50,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),BEL: Belgium,TUD: Trade union density,PT_SAL: Percentage of employees,2019,49.099998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISR: Israel,TUD: Trade union density,PT_SAL: Percentage of employees,2000,37.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISR: Israel,TUD: Trade union density,PT_SAL: Percentage of employees,2007,30.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISR: Israel,TUD: Trade union density,PT_SAL: Percentage of employees,2012,22.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISR: Israel,TUD: Trade union density,PT_SAL: Percentage of employees,2017,25,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2000,36.900002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2001,36.200001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2002,36,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2003,34.599998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2004,34.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2005,33.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2006,31.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2007,30.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2008,29.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2009,29.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2010,28.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2011,28.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2012,28,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2013,27.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2014,27.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2015,27.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2016,26.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2017,26.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2018,26.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),AUT: Austria,TUD: Trade union density,PT_SAL: Percentage of employees,2019,26.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GRC: Greece,TUD: Trade union density,PT_SAL: Percentage of employees,2001,24.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GRC: Greece,TUD: Trade union density,PT_SAL: Percentage of employees,2004,24.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GRC: Greece,TUD: Trade union density,PT_SAL: Percentage of employees,2007,22.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GRC: Greece,TUD: Trade union density,PT_SAL: Percentage of employees,2010,22.200001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GRC: Greece,TUD: Trade union density,PT_SAL: Percentage of employees,2013,23.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GRC: Greece,TUD: Trade union density,PT_SAL: Percentage of employees,2016,19,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2000,14,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2001,14,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2002,12.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2003,11,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2004,9.3999996,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2005,8.6999998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2006,8.3999996,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2007,7.5999999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2008,6.1999998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2009,7.5999999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2010,8.1999998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2011,7,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2012,6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2013,5.5999999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2014,5.3000002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2015,4.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2016,5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2017,4.6999998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2018,5.9000001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),EST: Estonia,TUD: Trade union density,PT_SAL: Percentage of employees,2019,6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2000,89.099998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2001,88.900002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2002,93.300003,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2003,86.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2004,84.099998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2005,84.099998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2006,85.199997,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2007,84.900002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2008,84.699997,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2009,84.900002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2010,85.199997,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2011,85,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2012,85.300003,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2013,88.900002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2014,90.400002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2015,91.599998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2016,90.400002,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2017,91,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2018,90.699997,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2019,90.699997,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),ISL: Iceland,TUD: Trade union density,PT_SAL: Percentage of employees,2020,92.199997,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2000,29.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2001,29.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2002,28.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2003,29.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2004,28.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2005,28.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2006,28.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2007,28,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2008,27.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2009,27.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2010,26.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2011,26,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2012,26.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2013,25.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2014,25,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2015,24.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2016,23.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2017,23.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2018,23.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),GBR: United Kingdom,TUD: Trade union density,PT_SAL: Percentage of employees,2019,23.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),FRA: France,TUD: Trade union density,PT_SAL: Percentage of employees,2000,10.8,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),FRA: France,TUD: Trade union density,PT_SAL: Percentage of employees,2001,10.8,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),FRA: France,TUD: Trade union density,PT_SAL: Percentage of employees,2002,10.8,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),FRA: France,TUD: Trade union density,PT_SAL: Percentage of employees,2003,10.8,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),FRA: France,TUD: Trade union density,PT_SAL: Percentage of employees,2004,10.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),FRA: France,TUD: Trade union density,PT_SAL: Percentage of employees,2005,10.5,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),FRA: France,TUD: Trade union density,PT_SAL: Percentage of employees,2008,10.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),FRA: France,TUD: Trade union density,PT_SAL: Percentage of employees,2010,10.8,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),FRA: France,TUD: Trade union density,PT_SAL: Percentage of employees,2013,11,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),FRA: France,TUD: Trade union density,PT_SAL: Percentage of employees,2016,10.8,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LVA: Latvia,TUD: Trade union density,PT_SAL: Percentage of employees,2003,21,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LVA: Latvia,TUD: Trade union density,PT_SAL: Percentage of employees,2006,18,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LVA: Latvia,TUD: Trade union density,PT_SAL: Percentage of employees,2007,16.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LVA: Latvia,TUD: Trade union density,PT_SAL: Percentage of employees,2008,15.2,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LVA: Latvia,TUD: Trade union density,PT_SAL: Percentage of employees,2009,15.2,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LVA: Latvia,TUD: Trade union density,PT_SAL: Percentage of employees,2010,15.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LVA: Latvia,TUD: Trade union density,PT_SAL: Percentage of employees,2011,13.7,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LVA: Latvia,TUD: Trade union density,PT_SAL: Percentage of employees,2012,13.2,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LVA: Latvia,TUD: Trade union density,PT_SAL: Percentage of employees,2013,12.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LVA: Latvia,TUD: Trade union density,PT_SAL: Percentage of employees,2014,12.8,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LVA: Latvia,TUD: Trade union density,PT_SAL: Percentage of employees,2015,12.7,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LVA: Latvia,TUD: Trade union density,PT_SAL: Percentage of employees,2016,12.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LVA: Latvia,TUD: Trade union density,PT_SAL: Percentage of employees,2017,12.3,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),LVA: Latvia,TUD: Trade union density,PT_SAL: Percentage of employees,2018,11.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2000,27.200001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2001,23.799999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2002,22.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2003,22.299999,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2004,20.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2005,19.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2006,18.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2007,17.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2008,16.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2009,16.700001,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2010,16.1,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2011,15.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2012,14.8,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2013,13.6,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2014,12.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2015,11.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2016,11.9,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2017,11.7,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),CZE: Czech Republic,TUD: Trade union density,PT_SAL: Percentage of employees,2018,11.4,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),FIN: Finland,TUD: Trade union density,PT_SAL: Percentage of employees,2000,74.199997,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),FIN: Finland,TUD: Trade union density,PT_SAL: Percentage of employees,2001,76.599998,,,1: One
OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),FIN: Finland,TUD: Trade union density,PT_SAL: Percentage of employees,2002,75.699997,,,1: One
